id,category,value,text_data
44793,B,1485,x
44794,A,510,x
44795,B,1058,x
44796,B,367,x
44797,A,1983,x
44798,A,1943,x
44799,C,944,x
44800,B,1565,x
44801,A,288,x
44802,A,306,x
44803,A,1816,x
44804,B,518,x
44805,C,686,x
44806,C,790,x
44807,C,1934,x
44808,A,837,x
44809,A,473,x
44810,C,991,x
44811,A,1042,x
44812,C,990,x
44813,B,975,x
44814,B,931,x
44815,D,843,x
44816,B,1693,x
44817,B,785,x
44818,B,847,x
44819,B,1511,x
44820,B,432,x
44821,C,1032,x
44822,B,157,x
44823,C,1795,x
44824,C,671,x
44825,B,284,x
44826,C,662,x
44827,B,966,x
44828,A,1504,x
44829,D,172,x
44830,B,1061,x
44831,D,1847,x
44832,A,1829,x
44833,B,836,x
44834,A,968,x
44835,B,455,x
44836,A,1332,x
44837,B,1599,x
44838,B,488,x
44839,B,229,x
44840,D,514,x
44841,C,1759,x
44842,A,1705,x
44843,B,1737,x
44844,D,1617,x
44845,D,1001,x
44846,B,1631,x
44847,D,949,x
44848,D,1296,x
44849,B,981,x
44850,B,1580,x
44851,B,1965,x
44852,B,1713,x
44853,B,1610,x
44854,D,1779,x
44855,D,502,x
44856,B,1859,x
44857,C,1694,x
44858,B,912,x
44859,D,169,x
44860,C,1683,x
44861,A,1049,x
44862,D,623,x
44863,D,607,x
44864,B,1166,x
44865,D,492,x
44866,C,924,x
44867,D,543,x
44868,C,378,x
44869,C,1640,x
44870,A,1211,x
44871,B,1986,x
44872,D,566,x
44873,B,1292,x
44874,A,52,x
44875,D,1626,x
44876,C,1609,x
44877,D,556,x
44878,B,825,x
44879,C,689,x
44880,D,166,x
44881,A,986,x
44882,D,1475,x
44883,C,1828,x
44884,B,1407,x
44885,B,1175,x
44886,C,1136,x
44887,C,963,x
44888,C,418,x
44889,A,1576,x
44890,C,1008,x
44891,C,788,x
44892,D,1166,x
44893,B,392,x
44894,A,35,x
44895,D,1064,x
44896,C,400,x
44897,B,1186,x
44898,D,346,x
44899,B,61,x
44900,C,615,x
44901,D,783,x
44902,B,270,x
44903,D,1787,x
44904,D,479,x
44905,D,151,x
44906,B,1850,x
44907,C,920,x
44908,B,1618,x
44909,B,1982,x
44910,A,1411,x
44911,D,1788,x
44912,B,1657,x
44913,A,1035,x
44914,D,419,x
44915,A,1921,x
44916,C,1552,x
44917,B,1840,x
44918,C,347,x
44919,C,200,x
44920,C,1109,x
44921,D,1658,x
44922,B,1142,x
44923,C,1281,x
44924,B,382,x
44925,D,1,x
44926,B,1553,x
44927,A,16,x
44928,A,1218,x
44929,A,1600,x
44930,A,1120,x
44931,C,1933,x
44932,C,1491,x
44933,B,1351,x
44934,B,1807,x
44935,C,402,x
44936,B,657,x
44937,D,1685,x
44938,C,156,x
44939,A,1032,x
44940,D,318,x
44941,A,1858,x
44942,C,716,x
44943,D,684,x
44944,D,1412,x
44945,D,1549,x
44946,A,1294,x
44947,D,285,x
44948,B,1749,x
44949,B,1253,x
44950,D,146,x
44951,B,816,x
44952,B,1400,x
44953,B,1459,x
44954,B,868,x
44955,A,349,x
44956,B,242,x
44957,B,540,x
44958,A,1466,x
44959,A,1527,x
44960,D,1024,x
44961,D,1507,x
44962,C,251,x
44963,A,1407,x
44964,C,1542,x
44965,A,753,x
44966,B,792,x
44967,D,1795,x
44968,B,298,x
44969,D,1903,x
44970,B,652,x
44971,B,935,x
44972,A,1870,x
44973,B,611,x
44974,D,319,x
44975,A,716,x
44976,A,1320,x
44977,D,1819,x
44978,C,63,x
44979,A,1708,x
44980,A,139,x
44981,A,1151,x
44982,D,302,x
44983,C,1892,x
44984,B,1189,x
44985,A,1659,x
44986,A,633,x
44987,A,850,x
44988,A,298,x
44989,A,1338,x
44990,A,596,x
44991,B,1143,x
44992,B,1731,x
44993,D,670,x
44994,B,1187,x
44995,B,722,x
44996,D,1571,x
44997,C,742,x
44998,C,1194,x
44999,C,1564,x
45000,A,329,x
45001,C,1251,x
45002,D,823,x
45003,C,906,x
45004,A,1268,x
45005,C,1595,x
45006,B,1719,x
45007,D,1388,x
45008,C,256,x
45009,D,771,x
45010,B,1344,x
45011,A,1003,x
45012,B,645,x
45013,A,1543,x
45014,B,1213,x
45015,B,1496,x
45016,A,336,x
45017,D,1258,x
45018,C,901,x
45019,C,1155,x
45020,A,247,x
45021,A,1066,x
45022,D,1791,x
45023,D,962,x
45024,C,854,x
45025,B,984,x
45026,D,1100,x
45027,C,342,x
45028,D,766,x
45029,C,1840,x
45030,A,1335,x
45031,A,976,x
45032,A,888,x
45033,B,178,x
45034,C,459,x
45035,B,1643,x
45036,A,254,x
45037,B,1089,x
45038,B,43,x
45039,B,1281,x
45040,D,1596,x
45041,D,1684,x
45042,A,364,x
45043,A,305,x
45044,B,1927,x
45045,D,701,x
45046,D,1415,x
45047,A,100,x
45048,B,1416,x
45049,D,845,x
45050,B,1550,x
45051,D,896,x
45052,D,880,x
45053,A,365,x
45054,A,1584,x
45055,A,699,x
45056,D,1927,x
45057,C,27,x
45058,C,836,x
45059,C,1439,x
45060,A,395,x
45061,C,14,x
45062,D,271,x
45063,D,1120,x
45064,C,68,x
45065,D,309,x
45066,C,1947,x
45067,B,647,x
45068,A,760,x
45069,A,1752,x
45070,C,1600,x
45071,B,237,x
45072,A,886,x
45073,A,1573,x
45074,A,1756,x
45075,A,1227,x
45076,A,287,x
45077,D,1814,x
45078,A,642,x
45079,C,1572,x
45080,C,1055,x
45081,B,1376,x
45082,C,1452,x
45083,A,212,x
45084,C,107,x
45085,B,633,x
45086,A,807,x
45087,A,1382,x
45088,D,1890,x
45089,C,509,x
45090,C,126,x
45091,B,1579,x
45092,D,461,x
45093,C,348,x
45094,D,1346,x
45095,C,1239,x
45096,C,49,x
45097,A,211,x
45098,A,268,x
45099,C,744,x
45100,A,960,x
45101,D,1716,x
45102,D,807,x
45103,B,561,x
45104,A,55,x
45105,B,1298,x
45106,B,1841,x
45107,A,319,x
45108,B,954,x
45109,D,1599,x
45110,D,75,x
45111,B,1462,x
45112,C,419,x
45113,B,316,x
45114,D,146,x
45115,B,852,x
45116,C,679,x
45117,B,934,x
45118,C,129,x
45119,B,5,x
45120,A,1220,x
45121,D,1669,x
45122,D,1061,x
45123,B,711,x
45124,A,162,x
45125,B,1538,x
45126,A,389,x
45127,B,102,x
45128,B,899,x
45129,C,870,x
45130,B,1474,x
45131,D,566,x
45132,B,700,x
45133,B,746,x
45134,C,672,x
45135,B,1459,x
45136,C,1230,x
45137,C,1636,x
45138,A,1437,x
45139,A,692,x
45140,D,1084,x
45141,A,23,x
45142,B,1607,x
45143,D,920,x
45144,B,348,x
45145,B,1469,x
45146,B,1333,x
45147,B,986,x
45148,A,1055,x
45149,A,1541,x
45150,B,707,x
45151,D,1769,x
45152,C,300,x
45153,C,859,x
45154,B,317,x
45155,B,539,x
45156,A,911,x
45157,D,1557,x
45158,A,130,x
45159,B,257,x
45160,D,184,x
45161,A,1036,x
45162,A,1148,x
45163,B,1059,x
45164,A,287,x
45165,B,1253,x
45166,C,1198,x
45167,C,1595,x
45168,A,1868,x
45169,A,530,x
45170,D,211,x
45171,B,1948,x
45172,C,781,x
45173,B,132,x
45174,C,1876,x
45175,B,1117,x
45176,D,387,x
45177,C,1830,x
45178,A,988,x
45179,C,1103,x
45180,D,1358,x
45181,D,1355,x
45182,A,1373,x
45183,C,191,x
45184,D,688,x
45185,C,1675,x
45186,D,1959,x
45187,C,227,x
45188,B,736,x
45189,C,1737,x
45190,B,649,x
45191,A,1675,x
45192,A,275,x
45193,B,1352,x
45194,C,309,x
45195,C,1513,x
45196,C,1926,x
45197,A,449,x
45198,A,831,x
45199,C,541,x
45200,B,320,x
45201,B,71,x
45202,B,735,x
45203,A,1862,x
45204,C,205,x
45205,D,1363,x
45206,C,556,x
45207,A,282,x
45208,A,1340,x
45209,A,898,x
45210,C,37,x
45211,D,523,x
45212,B,515,x
45213,C,1250,x
45214,C,1533,x
45215,B,107,x
45216,C,1686,x
45217,C,1037,x
45218,B,590,x
45219,B,359,x
45220,D,491,x
45221,B,1642,x
45222,C,1612,x
45223,D,409,x
45224,D,464,x
45225,B,847,x
45226,A,145,x
45227,C,968,x
45228,B,1207,x
45229,C,1621,x
45230,B,1496,x
45231,C,849,x
45232,B,1001,x
45233,C,1881,x
45234,B,1788,x
45235,B,938,x
45236,A,710,x
45237,C,1099,x
45238,A,990,x
45239,B,1756,x
45240,A,146,x
45241,A,310,x
45242,A,421,x
45243,A,828,x
45244,D,95,x
45245,C,1240,x
45246,D,1699,x
45247,D,1403,x
45248,D,311,x
45249,B,957,x
45250,B,1402,x
45251,B,808,x
45252,B,162,x
45253,B,181,x
45254,B,544,x
45255,D,64,x
45256,A,563,x
45257,C,1949,x
45258,B,1912,x
45259,B,1549,x
45260,C,1550,x
45261,B,1911,x
45262,D,551,x
45263,B,1417,x
45264,B,1348,x
45265,D,1436,x
45266,A,664,x
45267,D,332,x
45268,D,1056,x
45269,B,1737,x
45270,A,219,x
45271,A,809,x
45272,C,719,x
45273,D,1781,x
45274,C,25,x
45275,B,1852,x
45276,A,1643,x
45277,D,1703,x
45278,B,1277,x
45279,A,1357,x
45280,B,1594,x
45281,B,1977,x
45282,A,980,x
45283,A,561,x
45284,D,1015,x
45285,A,1742,x
45286,B,1871,x
45287,A,324,x
45288,B,557,x
45289,C,1870,x
45290,C,1129,x
45291,A,599,x
45292,B,84,x
45293,D,584,x
45294,C,347,x
45295,C,3,x
45296,B,960,x
45297,D,890,x
45298,D,1187,x
45299,C,1877,x
45300,D,423,x
45301,D,1637,x
45302,D,1453,x
45303,C,488,x
45304,B,1737,x
45305,D,47,x
45306,D,906,x
45307,B,1044,x
45308,C,611,x
45309,D,1308,x
45310,B,1039,x
45311,B,1499,x
45312,D,349,x
45313,B,195,x
45314,D,1688,x
45315,C,1417,x
45316,C,773,x
45317,D,1154,x
45318,D,1826,x
45319,A,640,x
45320,B,1676,x
45321,C,845,x
45322,D,522,x
45323,D,1694,x
45324,A,784,x
45325,B,219,x
45326,D,790,x
45327,C,1235,x
45328,C,144,x
45329,C,1320,x
45330,D,563,x
45331,D,1539,x
45332,C,213,x
45333,D,91,x
45334,A,159,x
45335,C,27,x
45336,B,1540,x
45337,B,1736,x
45338,B,1922,x
45339,C,566,x
45340,D,1565,x
45341,B,413,x
45342,A,246,x
45343,B,335,x
45344,D,1168,x
45345,D,1673,x
45346,B,1636,x
45347,C,226,x
45348,B,1190,x
45349,A,1501,x
45350,B,756,x
45351,B,1078,x
45352,C,1533,x
45353,B,416,x
45354,B,1448,x
45355,D,1378,x
45356,B,413,x
45357,B,963,x
45358,B,411,x
45359,D,505,x
45360,C,1743,x
45361,A,709,x
45362,B,1522,x
45363,D,1379,x
45364,B,471,x
45365,D,668,x
45366,A,817,x
45367,C,1381,x
45368,C,624,x
45369,A,924,x
45370,A,233,x
45371,B,632,x
45372,C,131,x
45373,C,107,x
45374,D,521,x
45375,D,843,x
45376,B,476,x
45377,C,298,x
45378,C,596,x
45379,A,181,x
45380,C,772,x
45381,B,289,x
45382,B,1212,x
45383,A,529,x
45384,C,149,x
45385,D,513,x
45386,D,1588,x
45387,B,123,x
45388,A,31,x
45389,B,1220,x
45390,C,1884,x
45391,C,1976,x
45392,D,1706,x
45393,D,1120,x
45394,A,833,x
45395,A,1132,x
45396,D,380,x
45397,B,1188,x
45398,B,131,x
45399,A,1940,x
45400,A,797,x
45401,B,1299,x
45402,C,1325,x
45403,A,1660,x
45404,D,1044,x
45405,A,1810,x
45406,D,1857,x
45407,B,951,x
45408,A,877,x
45409,D,503,x
45410,C,567,x
45411,D,368,x
45412,D,14,x
45413,D,1329,x
45414,D,100,x
45415,B,934,x
45416,C,1360,x
45417,C,1225,x
45418,D,78,x
45419,D,449,x
45420,C,547,x
45421,B,680,x
45422,A,879,x
45423,C,352,x
45424,A,9,x
45425,C,453,x
45426,C,1473,x
45427,D,1871,x
45428,C,1802,x
45429,A,1278,x
45430,D,1778,x
45431,A,1720,x
45432,A,1706,x
45433,C,1791,x
45434,A,1170,x
45435,A,1135,x
45436,D,743,x
45437,C,1962,x
45438,B,1414,x
45439,A,1210,x
45440,A,949,x
45441,B,1758,x
45442,C,796,x
45443,C,243,x
45444,D,161,x
45445,D,829,x
45446,D,1014,x
45447,C,337,x
45448,C,1288,x
45449,D,1891,x
45450,D,1235,x
45451,B,1414,x
45452,C,854,x
45453,D,1571,x
45454,D,1229,x
45455,C,1404,x
45456,C,563,x
45457,B,384,x
45458,D,1278,x
45459,D,818,x
45460,A,319,x
45461,B,1077,x
45462,A,1770,x
45463,D,928,x
45464,A,1850,x
45465,B,341,x
45466,A,416,x
45467,A,1799,x
45468,A,894,x
45469,B,786,x
45470,C,1793,x
45471,C,87,x
45472,C,948,x
45473,C,307,x
45474,C,1640,x
45475,B,1720,x
45476,B,235,x
45477,B,1367,x
45478,B,158,x
45479,A,1758,x
45480,B,764,x
45481,A,384,x
45482,C,24,x
45483,A,1315,x
45484,B,1969,x
45485,D,890,x
45486,C,313,x
45487,D,1718,x
45488,D,382,x
45489,C,1086,x
45490,B,1716,x
45491,A,1793,x
45492,A,1913,x
45493,B,972,x
45494,C,208,x
45495,D,1246,x
45496,C,1380,x
45497,D,1481,x
45498,C,1297,x
45499,C,790,x
45500,A,717,x
45501,D,494,x
45502,B,454,x
45503,D,209,x
45504,B,1582,x
45505,D,1849,x
45506,C,18,x
45507,C,1369,x
45508,D,1908,x
45509,C,1408,x
45510,B,84,x
45511,D,1498,x
45512,D,228,x
45513,A,1248,x
45514,C,1565,x
45515,D,1153,x
45516,C,123,x
45517,A,970,x
45518,A,1584,x
45519,B,855,x
45520,D,474,x
45521,A,569,x
45522,A,969,x
45523,C,775,x
45524,D,884,x
45525,B,583,x
45526,A,899,x
45527,D,574,x
45528,A,1325,x
45529,B,1515,x
45530,B,76,x
45531,A,1828,x
45532,B,1827,x
45533,C,1528,x
45534,A,613,x
45535,B,1413,x
45536,A,816,x
45537,C,855,x
45538,A,820,x
45539,D,1246,x
45540,B,495,x
45541,B,1286,x
45542,B,686,x
45543,A,1135,x
45544,B,1464,x
45545,A,1816,x
45546,A,684,x
45547,B,49,x
45548,D,1347,x
45549,D,1063,x
45550,D,304,x
45551,D,677,x
45552,D,466,x
45553,D,1186,x
45554,D,1047,x
45555,D,983,x
45556,B,1252,x
45557,A,1740,x
45558,D,1428,x
45559,A,891,x
45560,B,1461,x
45561,A,1004,x
45562,C,1162,x
45563,B,1598,x
45564,B,1236,x
45565,D,690,x
45566,C,1220,x
45567,B,1607,x
45568,D,1889,x
45569,D,971,x
45570,A,1699,x
45571,C,1390,x
45572,D,1580,x
45573,A,494,x
45574,A,1039,x
45575,D,105,x
45576,B,1113,x
45577,B,1100,x
45578,B,1399,x
45579,B,1187,x
45580,D,548,x
45581,D,1473,x
45582,C,213,x
45583,D,1092,x
45584,D,406,x
45585,B,952,x
45586,D,1950,x
45587,B,225,x
45588,C,1445,x
45589,D,421,x
45590,D,83,x
45591,A,1190,x
45592,A,57,x
45593,C,1062,x
45594,B,1293,x
45595,B,942,x
45596,A,1550,x
45597,B,191,x
45598,A,1273,x
45599,D,1814,x
45600,A,851,x
45601,D,467,x
45602,C,1315,x
45603,A,699,x
45604,A,1735,x
45605,C,247,x
45606,D,119,x
45607,B,1995,x
45608,A,1376,x
45609,C,14,x
45610,D,1614,x
45611,D,313,x
45612,A,530,x
45613,C,309,x
45614,C,1985,x
45615,C,1911,x
45616,B,45,x
45617,A,1912,x
45618,C,1593,x
45619,B,631,x
45620,D,1408,x
45621,C,1619,x
45622,C,1216,x
45623,C,600,x
45624,C,1894,x
45625,A,381,x
45626,B,1296,x
45627,C,935,x
45628,B,990,x
45629,B,1632,x
45630,B,803,x
45631,A,317,x
45632,A,889,x
45633,A,127,x
45634,A,615,x
45635,B,670,x
45636,D,1847,x
45637,C,259,x
45638,C,796,x
45639,D,679,x
45640,C,27,x
45641,D,1641,x
45642,B,514,x
45643,C,608,x
45644,D,690,x
45645,C,1647,x
45646,A,1766,x
45647,D,774,x
45648,A,208,x
45649,B,1484,x
45650,C,1866,x
45651,B,1744,x
45652,D,1593,x
45653,A,419,x
45654,D,825,x
45655,D,1799,x
45656,C,1101,x
45657,B,149,x
45658,B,816,x
45659,D,48,x
45660,A,759,x
45661,C,163,x
45662,C,842,x
45663,B,1513,x
45664,B,520,x
45665,A,1409,x
45666,B,1045,x
45667,D,1729,x
45668,C,1362,x
45669,C,1852,x
45670,B,420,x
45671,B,1465,x
45672,B,696,x
45673,A,1271,x
45674,C,680,x
45675,D,989,x
45676,C,1711,x
45677,D,533,x
45678,C,17,x
45679,D,1631,x
45680,D,529,x
45681,D,1491,x
45682,D,958,x
45683,A,1140,x
45684,D,1104,x
45685,A,811,x
45686,D,1535,x
45687,C,550,x
45688,B,133,x
45689,C,923,x
45690,C,837,x
45691,C,1092,x
45692,D,1228,x
45693,D,741,x
45694,B,51,x
45695,D,686,x
45696,B,394,x
45697,D,1582,x
45698,D,987,x
45699,D,1906,x
45700,D,772,x
45701,C,58,x
45702,B,1855,x
45703,D,780,x
45704,C,583,x
45705,B,539,x
45706,A,860,x
45707,C,538,x
45708,B,671,x
45709,C,179,x
45710,A,563,x
45711,B,1708,x
45712,D,318,x
45713,A,937,x
45714,B,1274,x
45715,D,142,x
45716,A,545,x
45717,D,91,x
45718,D,1474,x
45719,A,303,x
45720,A,1474,x
45721,B,1105,x
45722,D,1791,x
45723,C,478,x
45724,D,1459,x
45725,C,1135,x
45726,D,22,x
45727,C,335,x
45728,D,285,x
45729,D,862,x
45730,B,1793,x
45731,D,1293,x
45732,D,1576,x
45733,C,115,x
45734,D,1785,x
45735,B,1187,x
45736,D,1188,x
45737,B,767,x
45738,D,213,x
45739,D,1081,x
45740,A,1776,x
45741,C,255,x
45742,D,135,x
45743,D,1319,x
45744,D,1736,x
45745,B,1379,x
45746,B,238,x
45747,C,103,x
45748,A,747,x
45749,B,554,x
45750,B,82,x
45751,A,1043,x
45752,B,1248,x
45753,A,1119,x
45754,D,1152,x
45755,B,1460,x
45756,B,186,x
45757,B,989,x
45758,D,96,x
45759,D,1051,x
45760,C,30,x
45761,A,1010,x
45762,B,843,x
45763,B,984,x
45764,C,935,x
45765,D,139,x
45766,D,1211,x
45767,D,746,x
45768,C,962,x
45769,A,1498,x
45770,C,1103,x
45771,A,952,x
45772,B,905,x
45773,B,1997,x
45774,C,503,x
45775,B,1977,x
45776,D,1456,x
45777,C,1271,x
45778,B,1817,x
45779,D,1936,x
45780,B,1565,x
45781,C,182,x
45782,A,624,x
45783,C,760,x
45784,B,730,x
45785,D,376,x
45786,B,84,x
45787,D,1805,x
45788,A,1631,x
45789,C,476,x
45790,A,165,x
45791,A,1501,x
45792,B,1597,x
45793,D,58,x
45794,B,307,x
45795,B,463,x
45796,A,1859,x
45797,C,555,x
45798,A,860,x
45799,D,15,x
45800,C,1283,x
45801,A,884,x
45802,A,869,x
45803,C,402,x
45804,C,1141,x
45805,B,352,x
45806,A,1432,x
45807,A,1084,x
45808,D,766,x
45809,C,1969,x
45810,D,1,x
45811,C,1755,x
45812,A,1087,x
45813,C,233,x
45814,A,942,x
45815,C,1763,x
45816,C,1644,x
45817,D,490,x
45818,C,1000,x
45819,C,1988,x
45820,D,1981,x
45821,A,1216,x
45822,A,575,x
45823,D,847,x
45824,A,1450,x
45825,C,816,x
45826,C,1127,x
45827,B,1749,x
45828,C,297,x
45829,B,1121,x
45830,C,227,x
45831,D,1101,x
45832,B,553,x
45833,B,1854,x
45834,A,1345,x
45835,A,1121,x
45836,B,1087,x
45837,D,1764,x
45838,A,1954,x
45839,D,1685,x
45840,B,877,x
45841,D,1019,x
45842,A,1785,x
45843,B,355,x
45844,A,1382,x
45845,D,1340,x
45846,B,1155,x
45847,C,672,x
45848,D,1284,x
45849,D,1669,x
45850,D,841,x
45851,D,1429,x
45852,A,1249,x
45853,B,1782,x
45854,C,1129,x
45855,A,895,x
45856,D,1749,x
45857,B,829,x
45858,A,1279,x
45859,D,1940,x
45860,D,1442,x
45861,B,330,x
45862,B,1818,x
45863,C,1525,x
45864,B,498,x
45865,B,942,x
45866,D,491,x
45867,A,675,x
45868,C,1874,x
45869,B,813,x
45870,C,1817,x
45871,A,267,x
45872,C,658,x
45873,B,15,x
45874,C,1380,x
45875,C,131,x
45876,C,280,x
45877,D,1270,x
45878,A,1796,x
45879,A,1292,x
45880,D,1644,x
45881,B,222,x
45882,D,877,x
45883,B,1310,x
45884,A,1183,x
45885,D,1544,x
45886,C,1699,x
45887,B,463,x
45888,B,1695,x
45889,A,187,x
45890,A,1493,x
45891,A,507,x
45892,D,1734,x
45893,A,1097,x
45894,B,1098,x
45895,A,1021,x
45896,D,1079,x
45897,A,754,x
45898,D,1714,x
45899,A,1755,x
45900,D,64,x
45901,C,1766,x
45902,C,287,x
45903,D,486,x
45904,D,681,x
45905,A,337,x
45906,D,1783,x
45907,D,1234,x
45908,D,889,x
45909,C,1942,x
45910,D,669,x
45911,B,1362,x
45912,A,47,x
45913,C,1781,x
45914,A,735,x
45915,A,1990,x
45916,A,1132,x
45917,B,1340,x
45918,A,1275,x
45919,B,970,x
45920,B,606,x
45921,D,1135,x
45922,A,155,x
45923,B,1475,x
45924,D,1104,x
45925,B,56,x
45926,A,683,x
45927,D,529,x
45928,C,1415,x
45929,A,1388,x
45930,D,1859,x
45931,D,518,x
45932,A,1169,x
45933,A,1659,x
45934,C,1180,x
45935,A,290,x
45936,A,1080,x
45937,C,696,x
45938,C,265,x
45939,B,1406,x
45940,D,1106,x
45941,B,938,x
45942,B,770,x
45943,D,1127,x
45944,C,542,x
45945,B,1469,x
45946,D,657,x
45947,D,1769,x
45948,D,1481,x
45949,A,1258,x
45950,A,306,x
45951,D,1646,x
45952,B,129,x
45953,C,580,x
45954,B,608,x
45955,C,1523,x
45956,D,590,x
45957,C,368,x
45958,D,943,x
45959,B,1341,x
45960,C,975,x
45961,A,1058,x
45962,D,569,x
45963,B,1181,x
45964,B,1504,x
45965,B,1335,x
45966,C,847,x
45967,D,1086,x
45968,D,1237,x
45969,D,1518,x
45970,B,302,x
45971,D,201,x
45972,A,1275,x
45973,B,976,x
45974,D,316,x
45975,B,519,x
45976,C,713,x
45977,B,889,x
45978,A,862,x
45979,D,1090,x
45980,D,992,x
45981,C,1659,x
45982,B,120,x
45983,D,40,x
45984,A,1770,x
45985,D,543,x
45986,A,759,x
45987,A,1467,x
45988,A,1084,x
45989,D,1536,x
45990,A,1473,x
45991,D,941,x
45992,A,1953,x
45993,C,1686,x
45994,B,127,x
45995,C,1967,x
45996,D,1714,x
45997,A,605,x
45998,C,1847,x
45999,D,1770,x
46000,C,1723,x
46001,B,1991,x
46002,A,1936,x
46003,D,1792,x
46004,B,1297,x
46005,D,595,x
46006,B,387,x
46007,C,848,x
46008,B,1564,x
46009,A,13,x
46010,D,1745,x
46011,B,1021,x
46012,A,100,x
46013,B,113,x
46014,C,1788,x
46015,C,93,x
46016,C,889,x
46017,B,1521,x
46018,B,291,x
46019,D,1025,x
46020,A,706,x
46021,D,283,x
46022,C,217,x
46023,A,479,x
46024,C,466,x
46025,D,240,x
46026,C,1346,x
46027,B,1027,x
46028,A,974,x
46029,B,1961,x
46030,A,1203,x
46031,B,723,x
46032,A,588,x
46033,C,455,x
46034,B,1782,x
46035,C,721,x
46036,C,31,x
46037,C,534,x
46038,D,1984,x
46039,C,490,x
46040,B,542,x
46041,B,971,x
46042,A,1346,x
46043,B,651,x
46044,B,973,x
46045,D,1354,x
46046,A,1696,x
46047,D,1404,x
46048,C,416,x
46049,A,694,x
46050,C,1205,x
46051,D,1228,x
46052,B,91,x
46053,B,224,x
46054,A,184,x
46055,A,749,x
46056,B,1003,x
46057,D,1067,x
46058,C,1865,x
46059,C,1790,x
46060,C,194,x
46061,D,1479,x
46062,A,1305,x
46063,A,901,x
46064,A,1773,x
46065,A,1580,x
46066,D,756,x
46067,C,1466,x
46068,B,591,x
46069,D,1451,x
46070,D,424,x
46071,C,228,x
46072,D,1533,x
46073,D,656,x
46074,D,1694,x
46075,C,157,x
46076,C,1131,x
46077,D,817,x
46078,A,110,x
46079,A,653,x
46080,B,1254,x
46081,D,238,x
46082,B,570,x
46083,B,1466,x
46084,A,739,x
46085,B,1247,x
46086,C,1754,x
46087,D,1043,x
46088,C,142,x
46089,C,282,x
46090,A,868,x
46091,B,1765,x
46092,D,1464,x
46093,B,1330,x
46094,A,27,x
46095,C,1482,x
46096,A,1536,x
46097,D,1129,x
46098,B,1766,x
46099,D,1835,x
46100,B,504,x
46101,B,913,x
46102,B,779,x
46103,A,1160,x
46104,C,106,x
46105,C,1160,x
46106,D,1670,x
46107,A,385,x
46108,C,1254,x
46109,A,1159,x
46110,C,1228,x
46111,D,1497,x
46112,D,137,x
46113,C,1018,x
46114,C,1524,x
46115,C,1012,x
46116,C,1506,x
46117,C,86,x
46118,C,1919,x
46119,D,1288,x
46120,C,931,x
46121,B,948,x
46122,A,162,x
46123,B,1183,x
46124,A,1142,x
46125,C,418,x
46126,A,475,x
46127,A,1630,x
46128,A,629,x
46129,B,1893,x
46130,D,579,x
46131,D,896,x
46132,B,20,x
46133,D,795,x
46134,D,1260,x
46135,A,1746,x
46136,C,1800,x
46137,C,437,x
46138,B,838,x
46139,D,282,x
46140,C,384,x
46141,D,35,x
46142,D,254,x
46143,D,1580,x
46144,D,1364,x
46145,C,1502,x
46146,C,1955,x
46147,B,145,x
46148,D,631,x
46149,C,1286,x
46150,A,346,x
46151,A,1223,x
46152,D,1351,x
46153,B,1493,x
46154,B,254,x
46155,A,617,x
46156,A,1549,x
46157,D,136,x
46158,D,790,x
46159,B,725,x
46160,C,1076,x
46161,D,1546,x
46162,C,1758,x
46163,B,1902,x
46164,C,837,x
46165,A,1,x
46166,C,286,x
46167,C,674,x
46168,B,1451,x
46169,C,1811,x
46170,A,34,x
46171,B,20,x
46172,A,910,x
46173,A,1619,x
46174,D,465,x
46175,C,50,x
46176,C,567,x
46177,B,1205,x
46178,A,489,x
46179,B,1884,x
46180,A,744,x
46181,B,1178,x
46182,D,1527,x
46183,B,699,x
46184,D,1294,x
46185,A,1699,x
46186,C,1543,x
46187,B,1359,x
46188,C,158,x
46189,A,924,x
46190,B,1544,x
46191,A,1239,x
46192,B,381,x
46193,A,1544,x
46194,A,1232,x
46195,D,279,x
46196,D,1824,x
46197,A,995,x
46198,D,797,x
46199,C,452,x
46200,B,1351,x
46201,C,872,x
46202,A,1005,x
46203,D,1364,x
46204,D,1378,x
46205,A,817,x
46206,D,1935,x
46207,B,1010,x
46208,B,1649,x
46209,B,1415,x
46210,B,700,x
46211,D,512,x
46212,A,716,x
46213,D,577,x
46214,A,554,x
46215,C,1023,x
46216,D,1305,x
46217,D,357,x
46218,B,82,x
46219,C,1035,x
46220,D,1945,x
46221,D,293,x
46222,C,902,x
46223,C,1699,x
46224,A,1345,x
46225,B,21,x
46226,C,565,x
46227,C,97,x
46228,B,1955,x
46229,B,329,x
46230,B,1776,x
46231,B,550,x
46232,C,51,x
46233,A,1391,x
46234,A,1271,x
46235,D,1859,x
46236,D,983,x
46237,C,1842,x
46238,C,278,x
46239,B,1502,x
46240,D,158,x
46241,D,1616,x
46242,A,1613,x
46243,C,1395,x
46244,D,321,x
46245,A,1227,x
46246,B,1689,x
46247,C,209,x
46248,B,200,x
46249,A,744,x
46250,A,966,x
46251,B,1575,x
46252,D,904,x
46253,C,1966,x
46254,B,197,x
46255,B,378,x
46256,C,20,x
46257,D,1034,x
46258,D,1872,x
46259,A,1104,x
46260,A,1543,x
46261,C,204,x
46262,D,258,x
46263,B,1099,x
46264,A,1844,x
46265,A,1752,x
46266,A,1993,x
